类别,书名,作者,价格,出版社,商家,简介
其他国外青春文学,夏天往事 零时差.YA书系 麦克米伦世纪,露丝/怀特,15.80,二十一世纪出版社,自营,有人说着 我没有偏见，可是 这样的话， 却清楚地表明了他的偏见， 他只不过是想找个说法 让自己的偏见说得过去而已。 ------------- 《夏天往事》（零时差 YA书系） 感伤而温暖，隽永又自然 美国著名作家露丝 怀特再谱姊妹情深 零时差 YA书系又一部值得流连的佳作问世。 ★ 美国图书馆协会年度好书推荐 ★美国纽约公共图书馆zui佳青少年图书 ★美国《学校图书馆》杂志年度zui佳图书 ★美国儿童图书中心期刊 蓝丝带 奖 ------------------------- 零时差 YA书系 阅读与世界同步 这是一份礼物。 无论你多么的留恋童年，13岁的你也永远告别了混沌和童稚；可只要没参加庄严的成人仪式，既便17岁了也有可能被人称为 小屁孩 。那么好了，这份礼物就是为你准备的，因为你就是YA（Young Adult，年轻的成年人），祝贺你成长为了
其他国外青春文学,刀语（当当网独家特供全12册套装 日本轻小说之王西尾维新风靡亚洲力作）,西尾维新,137.40,暂无出版商,自营,日本轻小说之王西尾维新《刀语》系列第八话。 2、大河小说式的宏大气魄、武侠小说式的天马行空、青春小说式的轻松跳跃完美的结合。 3、当下*流行的吐槽式文风。
