类别,书名,作者,价格,出版社,商家,简介
青春校园文学,黑白,暂无作者信息,19.67,江苏凤凰文艺出版社,浙江省新华书店旗舰店,暂无简介
青春校园文学,他最野了(上下),曲小蛐,32.00,江苏凤凰文艺出版社,浙江省新华书店旗舰店,暂无简介
青春校园文学,酸甜,暂无作者信息,31.34,花山文艺出版社,浙江省新华书店旗舰店,暂无简介
青春校园文学,坤宁(上下),时镜,41.41,江苏文艺出版社,浙江省新华书店旗舰店,暂无简介
青春校园文学,心陨,初禾,35.74,江苏凤凰文艺出版社,浙江省新华书店旗舰店,暂无简介
青春校园文学,山河不夜天(共2册),莫晨欢,38.54,江苏凤凰文艺出版社,浙江省新华书店旗舰店,暂无简介
青春校园文学,我爱种田(上下),拉棉花糖的兔子,38.54,江苏凤凰文艺出版社,浙江省新华书店旗舰店,暂无简介
青春校园文学,你是我的独家爱恋,安晴,17.10,湖南少儿出版社,自营,许宛妲与尹墨涵是一对命运坎坷的恋人，一个为后母及姐姐所不容，但为了父亲和家庭的稳定，而小得不时常忍气吞声，备受欺负；一个则因为私生子的身份，屡次被欺负，直至在一个雪夜坠河。多年后，两个对彼此都念念小忘的人再次相遇，但他为复仇而来…… 《你是我的独家爱恋》(作者安晴)告诉你一个不一样的爱情故事。
青春校园文学,独家记忆木浮生 著云南人民出版社9787222069732,暂无作者信息,5.00,云南人民出版社,梦溪图书专营店,《记忆》是著名言情小说作家木浮生的新长篇新作。 A大英语系的大三女生薛桐一次考试作弊未遂，被“可爱的”青年教师慕承和抓到，从此两人结下“不解之缘”。先是慕老师来做俄语选修课的代课老师，薛桐被叫去补课，令她恨意又增。然而慢慢发现慕老师是一个非常有魅力有内涵的老师……此后，薛同学一直在慢慢发展心中的暗恋，用一句古诗来说就是“山有木兮木有枝，心悦君兮君不知”。 直到薛桐毕业，在工作和家庭经历一些故事学习长大，更多了解了彼此的过往将来，那朦胧遮蔽的暗恋情愫才得挑去，两人幸福地走到了一起。 本书作者以清新的笔触描绘了一份校园女生青涩的暗恋，年少时明媚的时光，遇到一份暖暖的爱。在淡淡的叙述中，让人恍惚似重回校园一般，不禁回忆起藏在心底初的爱恋与悸动，跟随轻松的故事情节，勾起恋恋不舍的情怀。
青春校园文学,遇见你好高兴/独家宠爱系列,轻寒,18.45,花山文艺出版社,浙江省新华书店旗舰店,暂无简介
青春校园文学,小小姐绮丽绘小说系列1--脸盲症女孩（升级版）随书附赠独家私享唯美海报 清新书签,腰边酒◎/繁繁◎,13.40,北方妇女儿童出版社,自营,当当当当！小MM***漂亮的图书驾到！近百张全彩精美彩绘，如3D电影般完美再现曲折跌宕的故事情节、绚丽多彩的场景以及鲜活新颖的人物，带给你全新阅读感受！ 彭彭热力推荐 每个女孩子的内心都是一个充满美、充满爱、充满神奇浪漫的小世界，在这本书里，我们努力想要把这种独属于女孩子的唯美梦幻表现出来。愿每一位读过这本书的女孩儿，都能领略到书中旖旎华美的风景，享受到美图、美文带来的美丽心情 繁繁 腰边酒联手敬上
青春校园文学,意林：小淑女合订本2019年02期下-03期下（总第68卷）独家赠易烊千玺4K大海报销量计入榜单,小小姐,14.80,吉林摄影出版社,自营,人气连载 精彩短篇 绚丽栏目 超大容量 超多美图，一次珍藏！ 三期杂志精彩荟萃。浪漫！阳光！有爱！00后新宠！校园女生心灵成长励志白皮书！人气杂志典藏版。 2019 第 2 下期、 2019 第 3 上期、 2019 第 3 下期。 《意林 小淑女》 三期杂志精彩全荟萃； 开阔大16开： 超厚216页豪华全彩页， 惊爆价22.8元，超值珍藏！ 人气连载 精彩短篇 绚丽栏目 超大容量 超多美图， 一次珍藏！ 浪漫！阳光！有爱！ 00 后新宠！ 校园女生心灵成长励志白皮书！ 人气杂志典藏版。 《意林 小淑女》合订本第 68 卷 三期一合订，心之乐章，优雅上市！！！
青春校园文学,小小姐唯美新漫画系列19--天鹅座·蜜粉（升级版）随赠粉色花季折纸相框+独家定制信封两枚,意林小小姐,11.40,吉林摄影出版社,自营,在我十几岁的时候，常常幻想自己将来某天能够出版自己的漫画集，如今，在大家的支持下，我离这个梦想越来越近，很激动也很幸福。梦想这回事，只要坚持不懈地努力下去，终有一天会成功的。小淑女们，你们说对吗？—— 《绘色缤纷》作者青果木亦
青春校园文学,小小姐小MM迷你爱藏本10--青春如诗，静谧花开（升级版）随赠独家定制淑女留言卡,意林.小小姐,11.90,吉林摄影出版社,自营,①本系列书基于《小小姐》杂志50万的销量基础。《小小姐》杂志具有自己独特的风格，读者定位9-16岁成长中刚开始大量阅读的少女群体。由于选稿定位准确，并且故事新颖、拒绝恶俗及小白、娱乐等无营养游戏文，在获得读者好评的同时也得到了家长和老师的认可。依托《小小姐》杂志出品的系列图书都取得了非常不俗的销售业绩，读者呼吁继续追加此系列新书，读者基础良好，销量有保证。 ②此次推出的精华本，可以适应读者收藏需求，并可以避免一些期刊销售模式的不利影响，比如铺货不到以及期刊销售短暂，从而更好地利用《小小姐》杂志的平台以及对读者的感召力，加大发行量，创造更好的销售业绩。 ③在设计方面，也收集读者意见以及发行人员意见，此次出版改为小开本的正16开，方便读者作为一般图书阅读收藏，也比较符合现在一般书店常见的
青春校园文学,今天今天星闪闪 全2册 作者特签版 人气作者书也校园青春口碑之作 新增独家出版番外 当当自营图书,暂无作者信息,45.40,江苏凤凰文艺出版社,自营,暂无简介
青春校园文学,小小姐唯美新漫画系列17--天鹅座·禧红（升级版）随书附赠：元气满满小编祝福卡及精美封面海报,小小姐,6.80,吉林摄影出版社,自营,青春正好，有梦*美。如果你也像《绘色缤纷》中的小葵一样，喜欢画画、热爱艺术，请一定要坚持下去，在追梦的道路上，你并不孤单，《天鹅座》和小编们陪你，心怀梦想，永不放弃！ 《 天鹅座》人气男编橡子推荐
青春校园文学,文艺风象 理想的女友 2012/10 总第108期（深度专访台湾人气演员、歌手郭采洁，诠释理想女友。国内独家专访《攻壳机,落落,12.60,辽宁教育出版社,自营,选择“理想的女友”这个主题，想表现的，除了女性特有的丰沛感情和美丽外表，还有男性对动人爱情的构想与期待，和女性之间细腻友谊。人与人的情绪沟通与亲密的相处，既是生活中无法回避的过程，也是令人充满期待和幻想的图画。 皆因我们忠于美好。
青春校园文学,萌心学园之纹身女孩的秘密,萌小姐,13.60,文心出版社,自营,暂无简介
青春校园文学,仙月屋果味不加糖：拥有绝对味觉和绝对嗅觉的双面特调师+四大性格独特校草共同演绎，仙月屋果味奇谈。,巧乐吱,17.80,天津人民出版社,自营,《橙星社甜蜜不打烊》姊妹篇，甜香蛋糕之后，来一杯清新饮品吧！
青春校园文学,琉言·第一条（当当网独家签名版）,琉玄,22.30,暂无出版商,自营,《琉言·**条》是当红畅销作者琉玄与资深摄影师Fredie.L的首度合作，之前*世文化推出的类似图文集还是由青春文学领军人物郭敬明与插画师年年合作完成的，七年之后再现经典合作模式。采用全新的碎片式阅读体，集合真实动人的日记散文与美好艺术的图片，让作者的点点心绪及感悟快速地直达读者内心。在《琉言·**条》中Fredie.L还采用了大胆而新颖的排版设计，装帧精良；作者所展现出的真实的个人情感、成长经历、心路历程，能够引起不同于虚构小说带给读者的强大共鸣。当下正是快速消费时代，对于闲暇时间所剩无几的人们来说，读一本长篇小说似乎都成了奢侈的事情，他们需要的是直接的、简单的而又真实的“戳心”碎语。
青春校园文学,琉言·第一条,琉玄/Fredie.L,22.30,长江文艺出版社,自营,《琉言 **条》是当红畅销作者琉玄与资深摄影师Fredie.L的首度合作，之前*世文化推出的类似图文集还是由青春文学领军人物郭敬明与插画师年年合作完成的，七年之后再现经典合作模式。采用全新的碎片式阅读体，集合真实动人的日记散文与美好艺术的图片，让作者的点点心绪及感悟快速地直达读者内心。在《琉言 **条》中Fredie.L还采用了大胆而新颖的排版设计，装帧精良；作者所展现出的真实的个人情感、成长经历、心路历程，能够引起不同于虚构小说带给读者的强大共鸣。当下正是快速消费时代，对于闲暇时间所剩无几的人们来说，读一本长篇小说似乎都成了奢侈的事情，他们需要的是直接的、简单的而又真实的 戳心 碎语。
青春校园文学,在冬天 特别版 全新印特签 定制日历明信片12张 作者余言树酸涩校园暗恋文 孤勇少女遇见恣意少年 这场戛然而止的爱恋 处,余言树/大鱼文化,25.70,江苏凤凰文艺出版社,自营,暂无简介
青春校园文学,晚安，我的睡不着小姐 原名：《呀！我心里有鬼》,七宝酥/大鱼文化,27.40,花山文艺出版社,自营,失眠严重的女大学生涂杉心里想的是 想游寅、追游寅、堵游寅 呜呜呜，只有在你身边，我才能睡着。 乖，我很庆幸这个人是我。 *次约会/涂杉看了一整场电影/游寅看了一整场她
青春校园文学,匆匆那年（2016年纪念版！）,九夜茴/凤凰联动,27.30,江苏文艺出版社,自营,『匆匆那年』 作为一部电视剧，累计播放11亿人次，它被誉为 国产青春剧里的良心剧 ； 作为一部电影，票房近6亿，它成为2014年票房黑马、同类型影片票房冠军； 作为一首歌，林夕作词、王菲献唱，5天播放2000万，它成为2014年 年度金曲 ； 而作为一本书 连续8年霸占各大畅销书榜，多次再版，全国累计发行量逾200万套 连续5年入选媒体评选十大好书 被千万读者誉为 直抵心灵的青春文字 ◎ 彭于晏、倪妮、魏晨、张子萱、郑恺亲笔感言、独家告白，与你共赴匆匆那一年； 经历遇见和失去，然后就变成现在的我们 彭于晏 可能每个男孩心里都在珍藏着一个方茴，而对女孩们来说，也许方茴就是那个曾经执着的自己 倪妮 ◎ 随书附赠 时光涂色卡 ，如果记忆归零，你将如何为时间着色？ 对于方茴来说，她的青春就是陈寻，是阳光的颜色；
青春校园文学,160 170 180(陈晨继《浮士德》后，又一时尚都市力作《160 170 180》！当当独家随书赠送小说精美贴纸！带,陈晨,26.80,长江文艺出版社,自营,2009年他的长篇小说《浮世德》一经上市就夺下了开卷排行榜?虚构类图书的亚军位置，仅次于当年的《杜拉拉升职记》。其后他出版奇幻大作《骑誓?蛊骑士的灵印》及游记散文集《双CHEN记?南夏》，都斩获了不俗的成绩。他在虚幻与异域的国度穿梭前行，如同吟游诗人般把脑海想象的云图和世间美好的方寸，用文字的形态传达。而时隔四年，他再度回归现实，打造时尚都市长篇小说《160170180》，这一次他褪去了尖锐与阴暗、诡异与残酷，献给你一个没有棱角却包含着生活的笑泪方圆，仿佛就发生在你身边（身上）的故事。 《160 170180》在《放课后》杂志开始重磅刊登之后，就成为了《放课后》的超人气连载，时尚的元素、生动的语句、跌宕的情节，都受到了众多读者的热捧。以散文见长的陈晨，小说故事中也多了一份细腻的散文诗的美感。在轻快的节奏表
青春校园文学,余生有你，甜又暖5,囧囧有妖,37.80,广东旅游出版社,自营,爆款IP《君子报恩》作者囧囧有妖，燃情青春甜宠力作 开快的车 谈甜的恋爱 烟姐燃炸全场，裴总独家宠爱！ 霸道首富爆甜附体?绯闻夫人涅槃重生 神级CP 战团云集 谜之过往翻牌揭底 爱の捍卫完结 即使失去记忆，即使世界重新开始，无论多少次，我也会，再一次喜欢上你。
青春校园文学,文艺风象o暑期档（2013年7月总第139期）（超人气偶像杨幂、柯震东、郭敬明首次集结，大篇幅主题专访，《小时代》电影独,落落,12.60,长江文艺出版社,自营,无论是刚刚结束了考试的年轻学生，还是已经结束了学生生涯迈进社会的年轻白领，记忆中关于悠长暑假的那些片段，都是那么的令人怀念。怀着追忆的情怀去回忆也好，怀着期待的心情去创造也好，暑期档这三个字，对于每个人来说，都更多地代表了一种雀跃和快乐的状态。看占据暑期档的当红电影，看经典重播的电视剧，听午夜广播，去打一份短短的暑期工，和朋友一起去海边去探险去吃冰——计划就像是密布在夜空中的繁星一样，每一个都那么令人心驰神往。
青春校园文学,如果坠落时也有星光+既然遇见了永远（赠品《后来春眠不觉晓》）（花火系列买二赠一套装当当独家活动限购1000册）,暖风十里/阮绵绵,27.30,暂无出版商,自营,《如果坠落时也有星光》不见不散，花火本季主打“暖风十里”强势邀约，爱不释手，一、二、三审拍板要定的暖心好文。原以为的再见，便是再也不见，越过时光断崖，却是璀璨星光。这个冬天专属你的初萌爱情和遗落青春。《既然遇见了永远》：《全世界为你唱这小情歌》后，【一爱倾城】系列再推甜爱小清新我不愿你在无伤大雅的谎言里彷徨无依，我要你在尘世流年里阳光甜蜜！
青春校园文学,伪少年,林知落/魅丽文化,31.00,广东旅游出版社,自营,晋江高人气清流校园文/新增独家番外 一朝梦回高三，昔日死对头竟重修于好？！ 众亲友团纷纷慌乱：他们莫不是暗地里有什么其他交易？ 学霸林遣 扛把子郑凭轻 拯救学渣，改变未来， 我们的任务只有一个 努力学习。 如果可以，我愿重返十七岁，与你共享年少的光阴。
青春校园文学,圆舞,亦舒,24.61,湖南文艺出版社,浙江省新华书店旗舰店,暂无简介
青春校园文学,那片星空那片海(2019经典修订版),暂无作者信息,31.12,中国友谊出版公司,浙江省新华书店旗舰店,暂无简介
青春校园文学,大漠谣(下),桐华,31.12,江苏凤凰文艺出版社,浙江省新华书店旗舰店,暂无简介
青春校园文学,待他归来,刀下留糖,25.40,江苏凤凰文艺出版社,浙江省新华书店旗舰店,暂无简介
青春校园文学,盛华(附番外共7册网络版全新修订),闲听落花,148.24,浙江文艺出版社,浙江省新华书店旗舰店,暂无简介
