类别,书名,作者,价格,出版社,商家,简介
古代言情青春文学,错嫁良缘3后宫疑云·完美珍藏版（全二册）,暂无作者信息,41.20,青岛出版社,自营,1.浅绿 错嫁良缘 系列畅销五十余万册，长期占据中国内地、台湾畅销排行榜。作品结构精巧，人物鲜活，情节精彩，画面感极强，成为《凤囚凰》《琅琊榜》后影视界炙手可热作品。 2.《错嫁良缘3后宫疑云》上演了睿智青枫与腹黑燕弘添激情华丽对手戏。看那深入宫门、才情绝艳的青枫，如何破开宫闱迷云，步步为营！黄金大劫案、宫女沉尸案、皇子早夭之谜、太子身世之谜 迷雾重重，扣人心弦！ 3.典藏版封面由著名插画家唐卡绘制，新增独家实体番外，精美典藏明信片、Q人物图、书签，完美收藏。 《错嫁良缘1洗冤录 完美珍藏版》 ：为生者请命，为死者洗冤。现代女法医古代断案，让人大开眼界，目瞪口呆！腹黑丞相眷恋傲酷女主，竟然缠绵不绝，柔情似水！ 《错嫁良缘2一代军师 完美珍藏版》 ：现代女特警成古代女军师，断案、练
古代言情青春文学,美人制造,于正,34.30,百花洲文艺出版社,自营,推 荐 一：湖南卫视火热周播剧、中国***古装探险轻喜剧《美人制造》原著小说，该剧被编剧于正称为“有史以来*贵*炫的大戏”，杨蓉、金世佳、袁珊珊倾力推荐！ 推荐二：十个悬疑魔幻探险故事，紧张刺激，反转不断，背后是结婚狂倒追傲娇男搞笑又虐心的爱情！电视剧删减情节大曝光，超完整的故事剧情，超细腻感人的情节，尽在原著小说！ 推荐三：随书附赠独家高清全彩剧照、精美明信片和明星海报，超值赠送！
古代言情青春文学,倦寻芳(全二册),寂月皎皎,41.20,江苏文艺出版社,自营,大神级实力作家寂月皎皎倾情巨献 全新修订 精美海报 新增番外 独家巨献 一个是温润如玉的少年 一个是仗剑少年的侠客 一个是霸道无情的帝王 香散去，舞衣已凉 繁华过后，蓦然回首，一身孤寂，我的生命，再没有你 阿墨，若有人伤害你，我不介意，双手染血，生灵涂炭。 阿墨，三哥一直在这里，三哥护着你，你不会孤单，不会没人可依。 阿墨，我不会让他娶你，他也娶不了你，因为有三哥在。 阿墨，以后这些事情就由我做吧，有我在一日，你便不该双手染血。 阿墨，三哥会把一切都安排的好好的，让你开开心心。 阿墨，我不想你一个人苦苦支撑，内忧外患之外，还得防惫亲人的暗算。 阿墨，如果你愿意，这天下没有任何人可以阻拦我们在一起。 阿墨，天不老，情难绝，心似双丝网，中有千千结。
古代言情青春文学,将进酒（共2册）,唐酒卿/酷威文化,39.00,江苏凤凰文艺出版社,自营,★超人气作家唐酒卿代表作，引发微博、LOFTER网友热议，掀起古风权谋小说阅读热潮！ ★睚眦必报的沈泽川对上浪荡不羁的萧驰野，新仇旧怨一并爆发，看他们如何在波云诡谲的朝堂之上，寻求生机！ ★这里有盘根错节的人物关系，有惺惺相惜的守护之情，有不择手段的野心，有肝脑涂地的赤诚，更有阴谋算计与家国大义，烧脑又精彩！ ★全新番外，独家放送，快来看，丁桃的 本子 里都记了些什么！ ★随书附赠三重好礼 双主角海报、人物关系图、Q版明信片！ ★这个世上没有既定的命运，每个人都在创造自己的人生！ ★《将进酒.终章》正在筹备中，敬请期待！
古代言情青春文学,唐宫美人天下（当当网全国独家赠送2张精美剧照明信片）,于正/灯火阑珊,34.30,江苏文艺出版社,自营,热播都市恋爱攻心喜剧《钱多多嫁人记》原著小说，当当独家限量*明星精美明信片2张 *凶险的宫斗，*扑朔的迷局，*危险的爱情。 直到机关算尽才发现，原来我们都是别人手中的棋子…… *凶险的宫斗，*复杂的疑案，*残酷的阴谋，*凄美的爱情。 深宫疑案，爱恨纠葛，美人天下，何去何从？ 金牌制片人、编剧于正奇思再现 同名古装悬疑魔幻大戏全国卫视热播 明道 张庭 李小璐 杨幂 郑国霖 何晟铭 豪华阵容倾情演绎 起点中文网人气女王、宫斗小说**人灯火阑珊倾情执笔改编。 美人天下分人鬼狐三部分，但不是独立成篇，而是纵横交错，互有关连的，是一部大型的古装悬疑作品。 在故事中，用了美剧的结构来塑造武媚娘、贺兰心儿，明崇俨这三个特色人物，一起来冲破重重谜团。期间揉入亲情友情爱情，而这三
古代言情青春文学,白发皇妃（白金纪念版）,莫言殇,42.20,江苏文艺出版社,自营,和亲公主?被拒皇妃?天之骄子?少年名将?真爱魔障?诡计谋权 实力派名家莫言殇经典之作——畅销五载?白金纪念?独家典藏 帝王权，芳魂怨，缘孽有尽终要还。 心不宣，咫尺天涯难相恋。君可见，九重宫阙江山乱？ 附赠：著名插画师唐卡手绘明信片（限量版）+精美彩插 漫夭，穿越成为和亲公主，却在大婚之日被拒之门外。传言她相貌丑陋，德行皆缺，实则集美貌才情于一身。 离王，天之骄子，皇宠圣眷，于太子之位不屑一顾，一言可颠覆皇权，一计足退敌千里。他眼中从无一物，孰料，那被他满心不屑的拒婚之人，竟成为他永生走不出的魔障。 傅筹，少年名将，权倾朝野。他为恨而生，以为只有仇恨才是此生**的信念。岂料到头来，错失挚爱，才发现，一切都不过是空梦一场。 和亲公主，被拒皇妃；天之骄子，少年名将；真爱魔障，诡计谋权…… 帝王权，芳
古代言情青春文学,寻找前世之流年转·完美典藏版（全二册）,Vivibear,41.20,江苏文艺出版社,自营,1.《寻找前世之旅》影视剧由《花千骨》团队倾力打造，目前已经开拍，2016年底播出。该系列畅销数十万册，定能掀起新的销售热潮。 2.《寻找前世之流年转》是《寻找前世之旅》系列之一，讲述人类小隐与血族亲王撒那特思的女儿小晚为寻找失踪的母亲，踏上血红色神秘列车，帮人解决一个个宿命纠葛的故事。 3.作品风格浪漫绮丽，想象力丰富，阅读评分高达9分，重现古罗马、古埃及、古巴比伦异域传说，再现日出之国、古希腊、海底大西洋城美丽神话。 4.《寻找前世之旅》系列为Vivibea代表作，内容全新修订，新增小晚与阿希礼甜蜜番外，插画师李堃、倾情绘画，随书附赠精美海报、书签、明信片套装，8页精美漫画彩插，豪华典藏。
古代言情青春文学,骄娇无双（古言白金大神林家成魏晋三部曲完美收官之作）,林家成,41.60,百花洲文艺出版社,自营,故事为古言大神林家成魏晋三部曲的完美收官之作展现了一个曾经遥远而神秘的南北朝时代风貌。这又是一部南北朝的女性奋斗史讲述了一个女孩如何以一己之力为家族赢得一流地位。女主角姬姒本是地位不高的庶族孤女，却玩转底层谋略全方位碾压仇家。在周围人眼中，她给腹黑名士谢琅做妾都算高攀，竟步步逆袭登正室位。且看魏晋时代之《傲慢与偏见》。
古代言情青春文学,爆萌宠妃（全三册）,夜清歌,55.00,青岛出版社,自营,◆一场跌宕起伏的爱恋，一次不畏皇权的反抗，古灵精怪小弃妃治奸妃，斗佞臣，上战场、下赌坊。 ◆网络点击过亿，读者好评过万，蝉联9个月销售榜单冠军。 ◆她是古灵精怪、嫉恶如仇的弃妃嫡女；他是冷岸清高，翻云覆雨的摄政皇叔。 再见时，她斗恶霸，打奸妃，混赌场，休夫君。 他说：这个天下随你怎么闹， 即便把天捅出窟窿，也有我来撑着。 他说：什么兄弟手足，国家大义 ，为了爱她，即便与世界为敌，我也心甘情愿。 ◆有些人，一旦遇见，便是一眼万年；有些心动，一旦开始，便覆水难收。 《只要你也想念我》： 「都市暖爱畅销书作家沐清雨 继《时光若有张不老的脸》《若你爱我如初》后 超暖心力作」 用时间淬炼过的爱情，除了你，没有人能打败。 《南有嘉鱼》 「长宇宙经典作品 一别两宽，各生欢喜。」 《朕有眼疾》 「叶
古代言情青春文学,摄政王妃（完结篇）（上、中、下册）,叶阳岚,55.00,江苏文艺出版社,自营,我等着你！我会一直一直等着你！ 可万一你回不来，那么我将倾我所能，搅乱天下这池水， 将这座腐朽血腥的帝国翻覆在你的脚下，祭奠你走过的路！ 倾世妖颜 异族蛊毒 爱恨纠葛 天下霸业 身份之谜 潇湘书院人气作家叶阳岚精心打造，精彩大结局惊艳上市！ 随书赠送：精美古风彩插+独家番外 1. 本文讲述的是一个侯门女被所爱之人陷害，发现惊天秘密后隐藏身份拔剑奋起，后遇到因宫变被冠以乱臣贼子之名、险些死于父亲剑下的殷王殿下，二人从敌到友，并肩抗战的故事。本部是精彩完结篇。 2. 故事以天下局势为背景，集权谋、沙场、爱情于一身，大气磅礴中不乏细腻的感情纠葛，读来让人欲罢不能。 3. 本书曾一度占据潇湘书院前三的位置，深受读者喜爱。 4. 无论曾经遭遇了什么我都庆幸，幸而我还活着，否则将会何其遗憾，一生里终不得见
古代言情青春文学,暴君，我来自军情9处（白金纪念版）,潇湘冬儿,51.00,江苏文艺出版社,自营,“女性特工小说”**人 当红实力派作家潇湘冬儿成名之作 《11处特工皇妃》完美姊妹篇 畅销五载?白金纪念?独家典藏 附赠：著名插画师唐卡手绘明信片（限量版）+精美彩插+剧情地图+唯美古风曲词 战友背叛，惨遭抛弃，王牌特工挟着一腔戾气再世为人； 披肝沥胆，纵横鬼蜮，南楚太子擦去两手血腥爬上王位； 父兄猜忌，身染恶疾，大秦战神广袖青袍拈起乱世棋局…… 战火风云平地起，谁的刀锋割裂了脸上的胭脂， 将心遗落在这殡葬的夜里？ 天地不仁，爱亦变得奢侈。 她抛却所有，与天争命，却挣不过这混沌的人世。 任冷冽的风吹破肌肤，任冰凉的刀割裂肺腑， 你若不在，珍馐佳肴亦是冷菜残羹，良辰美景等同阿鼻地狱， 天地浩大，了无生趣…… 大漠荒原，雪山草地，时间如残灰消逝， 她踏遍青山寻夫万里。 乱世杀伐，战火熊熊，随波逐流身不
古代言情青春文学,花开成毒（全3册）,尼罗,50.40,中国华侨出版社,自营,▲横扫全国的超级网剧《无心法师》原著作者尼罗全新作品！写给千万读者的又一部民国乱世传奇！ ▲尼罗，民国文扛鼎作者，极其擅长写 坏人 ，属于清新网络言情中的一股泥石流。行文老辣狠厉，汉奸、军阀、流氓、杀手、土匪、近妖的女子在她笔下出神入化。题材、文风辨识度极高，这让尼罗无可替代，无数读者声称：不敢读完尼罗，怕读完就陷入文荒。 ▲备受争议之作。本书中，尼罗再次剑走偏锋，独家勾勒民国乱世中的恶之女人花！颠覆传统主角形象，告别傻白甜，告别等着王子拯救的灰姑娘，告别圣母白莲花，尼罗让你看到一个前所未有的故事：心狠手辣的洋娃娃，以及她残忍却也不乏温情的人生。 ▲若花中带煞 谁敢 细嗅花蕾？ 人间作恶，人间逐爱 她*的弱点就是爱他
古代言情青春文学,寻找前世之旅·完美典藏版（共2册）,Vivibear/悦读纪,46.90,青岛出版社,自营,1.《寻找前世之旅》影视剧由《花千骨》团队倾力打造，马可、付辛博主演，2017年爱奇艺独网播出。 2.Vivibea*经典代表作。畅销二十万册，完美典藏版。*奇妙浪漫的时空之旅，化解今生之劫，只需一滴眼泪。邪魅的撒那特斯，淡然如水的司音，一面温柔如水、一面嗜血绝情的樱花少年冲田总司，如太阳般耀眼的法老拉美西斯二世 每一趟旅程，都带来无尽的欢乐与泪水。 3.内容全新修订，新增七篇独家实体番外，插画师李堃倾情绘画，随书附赠精美海报、书签、明信片套装，8页精美漫画彩插，豪华典藏。
古代言情青春文学,帝师,来自远方/磨型小说,70.50,中国华侨出版社,自营,★藏锋于鞘，十年不出，一旦亮剑，必震慑世人，创不世基业！继《谨言》后，人气作者来自远方再书历史热血传奇。 ★举不法，斥奸佞，守大明永乐盛世；平内忧，除外患，铸千秋宏图霸业。这是一代帝师的传奇人生录，亦是不为人知的大明秘辛集。 ★全文逐字修订、力现经典、全新番外、独家奉送。 ★周边丰富：随书含2019年历 帝师专属手账本 精美明信片！
古代言情青春文学,大明皇妃·孙若微传（全3册）（原名《六朝纪事》）汤唯、朱亚文、张艺兴等主演电视剧《大明风华》原著小说,莲静竹衣/儒意欣欣,71.10,百花洲文艺出版社,自营,汤唯、朱亚文、张艺兴等主演电视剧《大明风华》原著小说！ 微观大明，盛世风华。一场相逢，一生守护。荡气回肠的爱情佳话，精彩纷呈的权谋传奇！ 万众瞩目的现象级IP，网络人气破亿，古言小说扛鼎之作！ 在原作《六朝纪事》基础上做了大量修订，人物关系、故事情节都较原作不同，布局更精巧，情节更复。 从青梅竹马到挚爱一生，她屹立后宫五十年，独得帝王真心，写就一段绝世传奇！ 明朝后宫小说殿堂级作品：zui隐忍的成长，zui真挚的誓言；zui动人的扶持，zui坚贞的爱情。 新品推荐：
古代言情青春文学,大漠谣（套装）,桐华,64.80,江苏凤凰文艺出版社,自营,?桐华大汉情缘系列 你曾说过，我的心意和《白头吟》的曲意不合，所以转折处难以为继，今日我的曲意和 心意相通，应该吹得很好，但我宁可永远吹不好这首曲子，永远不懂它的曲意。 ?桐华2020年的经典修订版，新增套系版序言 时隔多年，站在全新的立场和视角对故事进行解读，是值得收藏的经典版。 ?随书赠送精美 凤凰于飞 书签 人生路漫漫，你总要相信自己，相信时光，相信无论何时都会有振翅的勇气和自由的灵魂。 ?封面设计上启动全新的设计理念和风格，封面创意：黄沙漠漠，凤凰于飞 大漠古路，蓝裙飞舞，黄沙漫漫，驼铃悠悠。从苍茫大漠再到繁华长安，仿佛有一卷画轴在慢慢开启。那个在狼群中长大的女孩得到了心心念念的蓝色长裙，是否也得到了自己放在心上的人？他说如果有什么事情记得来找我，长安城里你不是孤身一人。或许那满地的金银
古代言情青春文学,废后将军（全三册）,一度君华,58.60,百花洲文艺出版社,自营,古言天后一度君华代表作 万千读者洒泪推荐 影视版权已经售出，同名电视剧正在火热筹备中 随书附赠：定制笔记本 独家番外 定制光盘 独家收录3首主题插曲，定制广播剧 手握万里江山，叱咤风云兴起 蓦然回首，一身孤寂 我的天下，再没有你
古代言情青春文学,惜花芷全集,空留,180.00,湖南电子音像出版社,自营,咪咕阅读人气作者空留现象级古言神作，百万读者票选值得反复读的古言小说。 百万读者熬夜追更的古言经典，千万粉丝疯狂推荐的励志之作。 昨日低调如尘埃，今朝左手算盘、右手官印，花家长女乘风破浪，逆风翻盘！ 藏拙十五年，花芷原以为安安稳稳做个世家千金即可，可当花家大厦将倾，她不得不崭露锋芒，撑起这个风雨飘摇的大家族。
古代言情青春文学,淡定啊，将军,天如玉/大鱼文化,16.40,花山文艺出版社,自营,易挡老牛吃嫩草，难防霸王硬上弓 《Q恋合伙人》热潮未退，【天如玉】提笔再战江湖，笑贱八荒 大鱼文化首开铁血女汉子沙场萌恋 她一腔热血，戎马倥偬，不敌他颦眉一笑 他大权在握，风光无限，却只取她一瓢 应璟： 皇命难违，大将军切莫负了本侯啊！
古代言情青春文学,我的休夫日常,电线/大鱼文化,16.50,中国文联出版社,自营,"☆ 古言人气大神电线，震撼回归之作！ ☆ 《香蜜沉沉烬如霜》姊妹篇，本书原名《两只前夫一台戏》，晋江积分292,029,888，超高点击，堪称经典之作！ ☆ 新增万字番外！全网独家！ ☆ 五年来首次再版，全新修订，全新制作！ ☆ 我不过是相个亲，两只前夫争相路过，你们不是搅局难道是来斗地主？ ☆ 前夫们如此荡漾，我的内心几乎是崩溃的"
古代言情青春文学,如意（湖南卫视金鹰剧场收视率冠军，当当网独家赠送主角签名海报+刘恺威签名心愿卡）,吴牧耘,17.10,光明日报出版社,自营,*值得珍藏的影视剧情图文集，*虐伤人心的民国痴恋！
古代言情青春文学,江山依旧（当当独家限量签名珍藏本 继《倾世皇妃》后慕容湮儿强势归来 历时两年倾心力作！流潋紫、瞬间倾城、一度君华联袂强力,慕容湮儿,17.50,２１世纪出版社,自营,继《倾世皇妃》后，慕容湮儿强势归来，历时两年倾心力作！一段湮没在滚滚潮流中的历史，一个传奇女子的起伏沉沦。2013年度巨献，*不可错过的宫闱情仇。 流潋紫、瞬间倾城、一度君华联袂强力推荐！！！ 当当独家限量作者亲笔签名珍藏本，随书附赠精美书签！！！！
古代言情青春文学,倾城绝恋（何晟铭、李晟领衔主演，江苏卫视2013年悲情大戏《倾城绝恋》原著小说。雪灵之作品，特别新增6万字及特别番外。江,雪灵之,17.80,湖南人民出版社,自营,1、当红小生何晟铭、新一代琼女郎李晟领衔主演 江苏卫视2013悲情大戏，5000万粉丝洒泪热捧！ 继《步步惊心》、《宫》后又一荡气回肠的清宫情感大作！ 她的喜怒哀乐，她的悲欢离合，她的爱她的恨，她的痴她的怨，都只是为了这么一个人而生。 新增六万字全新内容?未曝光番外?独家剧照 精装典藏 2、一段足以令整个皇朝都挫骨扬灰的生死悲欢，一场荡气回肠的清宫情感大戏。 他们因误会而相识相知，并无悔地相爱，却也因误会而分离、猜忌，*后走向生离死别。 她的人生本该是无忧无虑，却因他的出现而充盈丰富起来，人生离合、世事悲欢，不管是苦和甜，都是他给予的，亦是他拿走的。 雪灵之用*唯美纠葛的笔触，写下一段*催人泪下的爱恨离别。 如果说《步步惊心》代表着穿越剧的**，那么《倾城绝恋》便
古代言情青春文学,九霄长歌,落日蔷薇,18.50,湖南人民出版社,自营,从耻辱到荣耀，从全服敌人到游戏女王 实力网游作家【落日蔷薇】再谱励志热血传奇！ 在这个世界上不管遭遇多少背叛以及不公， 可以被误解被打败但不可言弃！ 长歌一曲 初心不负 当旧情归于尘土，恨的尽头，唯有爱可救赎。 随书附赠：精美书签
古代言情青春文学,醉流年,云葭/酷威文化,22.00,百花洲文艺出版社,自营,★古风人气女作家云葭口碑力作，网络连载点击超百万，积分超千万，不可错过的仙侠经典！ ★中国风仙侠音乐才女董贞，知名作家安思源、梦三生、朵朵舞、藤萍等倾情推荐！ ★他是她的命中劫，纠缠何止三生三世，她是他的难解缘，有此一瓢，可弃弱水三千。 ★当流年倒退，难解之缘缠绵成刻骨爱恋，她才知命定之人，终会重逢。 ★新增独家番外，随书附赠唯美古风海报。 重磅推荐： 《香初上舞》：贴吧、豆瓣高分热议作品，印刻在万千读者记忆深处的新武侠力作。温瑞安、侯小强鼎力推荐！ 《嫡谋》：人气作者面北眉南代表作，圈粉无数的宅斗经典。千万次点击，连续半年起点网站榜首作品。 《九阙凤华：壹》：古言小天后意千重继《世婚》后，倾力打造的惊艳之作。执子之手，与子偕老，盛世江山，君临天下。
古代言情青春文学,掌事（贰）：泉心劫,清枫聆心,23.00,浙江文艺出版社,自营,起点超高点击 人气古言长卷 这世间**的爱情，莫过于你懂我。你给了我选择的自由，而我选择爱你。 人待我诚，我以诚待之。人待我狠，我以狠还之。 继《庶女攻略》后*励志的红颜生存法则 全新增补情节+超长独家番外，完美终极典藏 当红插画家ENO倾情手绘，单本赠送华丽书签，全套赠送精美海报
古代言情青春文学,掌事（叁）：花开未央,清枫聆心,23.00,浙江文艺出版社,自营,起点超高点击 人气古言长卷 这世间**的爱情，莫过于你懂我。你给了我选择的自由，而我选择爱你。 人待我诚，我以诚待之。人待我狠，我以狠还之。 继《庶女攻略》后*励志的红颜生存法则 全新增补情节 + 超长独家番外，完美终极典藏 当红插画家 ENO 倾情手绘，单本赠送华丽书签，全套赠送精美海报
古代言情青春文学,公子多多见谅,宣蓝田,20.40,江苏凤凰文艺出版社,自营,★ 他沿着大街负手向前，步子却比自己一人独行时要慢上许多。周围有孩子嬉嬉闹闹，挡了他的路，沈逸之就停下步子，等人避开。 苏小幺跟在他身侧半步，这样偏头看去，大人比她高一个头，眼睛对上的就是他光洁的下颔，不像平时那样紧紧绷着，今天的轮廓要柔和许多。 身后万千灯火全成了陪衬，独他一人入眼。 瞧见迎面有年轻夫妇手挽着手走过来，苏小幺有样学样，搂住他一条胳膊，吃吃笑了，笑得眼睛都灼灼发亮： 大人，你刚才那意思是不是说要去我家提亲呀？ 大人你怎么不说话？刚才我走神来着，你再跟我讲一遍好不好呀？ 大人你说话呀？哟，怎么耳朵尖都红了，你紧张个什么呀，我都不紧张。 沈逸之：
古代言情青春文学,掌事（壹）：与君明珠,清枫聆心,23.00,浙江文艺出版社,自营,起点超高点击 人气古言长卷 这世间**的爱情，莫过于你懂我。你给了我选择的自由，而我选择爱你。 人待我诚，我以诚待之。人待我狠，我以狠还之。 继《庶女攻略》后*励志的红颜生存法则 全新增补情节+超长独家番外，完美终极典藏 当红插画家ENO倾情手绘，单本赠送华丽书签，全套赠送精美海报
古代言情青春文学,掌事（陆）：星辰之变,清枫聆心,23.00,浙江文艺出版社,自营,起点超高点击 人气古言长卷 这世间**的爱情，莫过于你懂我。你给了我选择的自由，而我选择爱你。 人待我诚，我以诚待之。人待我狠，我以狠还之。 继《庶女攻略》后*励志的红颜生存法则 全新增补情节 + 超长独家番外，完美终极典藏 当红插画家 ENO 倾情手绘，单本赠送华丽书签，全套赠送精美海报
古代言情青春文学,掌事（肆）：雪中娇客,清枫聆心,23.00,浙江文艺出版社,自营,起点超高点击 人气古言长卷 这世间**的爱情，莫过于你懂我。你给了我选择的自由，而我选择爱你。 人待我诚，我以诚待之。人待我狠，我以狠还之。 继《庶女攻略》后*励志的红颜生存法则 全新增补情节 + 超长独家番外，完美终极典藏 当红插画家 ENO 倾情手绘，单本赠送华丽书签，全套赠送精美海报
古代言情青春文学,掌事（伍）：凤冠诀,清枫聆心,23.00,浙江文艺出版社,自营,起点超高点击 人气古言长卷 这世间**的爱情，莫过于你懂我。你给了我选择的自由，而我选择爱你。 人待我诚，我以诚待之。人待我狠，我以狠还之。 继《庶女攻略》后*励志的红颜生存法则 全新增补情节 + 超长独家番外，完美终极典藏 当红插画家 ENO 倾情手绘，单本赠送华丽书签，全套赠送精美海报
古代言情青春文学,朕和她【亲笔签名版】（晋江高人气、总积分超20亿、点击量超百万——《东厂观察笔记》作者 她与灯 古言虐恋代表作！全网口碑,她与灯/联合读创,32.40,北京联合出版有限公司,自营,★超人气作者她与灯 古言虐恋代表作、继《东厂观察笔记》之后全网口碑爆品！ 她与灯 ：微博粉丝近10万 晋江高人气、总积分超20亿、点击量超百万 ★求生无路倾城伶人 X 乱世杀伐枭雄帝王 若哪一日，你敢单枪匹马，救一个人，或者护一座城池，你就再也不会哭了。 我习惯有人恨我，恨意向来比爱意真。 ★乱世枭雄，倾城美人；家国覆灭，勘破宿命！ 既起杀心，则刀落无悔，人行于世，莫不披血如簪花。皮开肉绽，心安理得。 ★随书附赠 人物封面海报、浮屠 明信片、书签
古代言情青春文学,帝业如画+锦凰（赠品《假装没事了》）（花火系列买二赠一套装当当独家活动限购1000册）,慕容湮儿/步玲珑,32.40,暂无出版商,自营,慕容湮儿编著的《帝业如画》内容介绍：元晟盛世，宫阙深深，那倾盆的大雨吞噬着整个皇城，水雾在宫灯的照耀，下恍若隔世，深深冗廊，一行富人脸色沉郁地走八雪华宫。雨声将疾走的脚步声掩去。却掩不去宫人们身上的杀气。倏地，一行宫人停住步伐，齐目凝视着眼前那个站在冗廊静静仰望如帘大雨的女子，黑夜笼罩了她一身寂然。却掩盖不住眉宇间的风华。”华妃。“手捧托盘的紫羽颔首，低唤一声。 《锦凰》：她绝地重生，三千痴缠终陌路。他步步为营，宁负她不负天下。 上榜一周横扫晋江古言畅销年榜！言情、悬疑、重生一网打尽！ 花火策划大神烟罗+小狮蓄势5年首开【古言重生】题材 前世今生韶华倾负的绯色深爱，缠绵至挫骨扬灰的情谋较量 六年痴恋却是我含笑送你下地狱，此生情债如何
古代言情青春文学,锦绣缘(湖南卫视开年大戏，黄晓明、陈乔恩、乔任梁主演),念一,25.20,二十一世纪出版社,自营,◆湖南卫视同名电视剧热播中 由黄晓明、陈乔恩、乔任梁领衔主演 ◆感动万千读者的经典佳作 **虐心的年代大戏 ◆在纸醉金迷的十里洋场上海，披一身繁华，看一场风流，听念一讲述一段*虐心的民国情事。 ◆近期以民国为背景的小说大热，此书已改编为电视剧，黄晓明担当制片人，黄晓明，陈乔恩，乔任梁，谢君豪领衔主演。在3月3日由湖南卫视播出，收视率节节攀升，现为时下*火爆的电视剧，小说版也非常精彩不容错过。 ◆当当独家赠送电视剧明信片+双封面海报！购买后微博晒书@二十一世纪出版社官方 微博，将抽取部分读者赠送电视剧周边产品。
古代言情青春文学,少侠，非萌勿扰啊！+英雄饶命 优惠套装（赠大鱼文化一周年庆限量版明星作者纪念册）,忆锦/则慕,28.00,现代出版社,自营,《少侠，非萌勿扰啊！》 混世小魔女“楚小北”参团刷男票 立志靠脸混江湖、嫁盟主、吃香喝辣 那么白的愿望还想活下去，简直不敢想象 作者大人“忆锦”谈笑间碎节操——可男票我给了2个啊 （这是我一年的膝盖，请收好） *粗大腿“武林盟主”VS*强黑锅“竹马少侠” 论长相/论武功/论家世 居然输在卖萌上！我不甘心！——武林盟主 卖萌是件好事，滋润身心啊，么么哒！——竹马少侠 《英雄饶命》 不怕猪一样的队友，就怕神一样的师傅！ 听从师命吃下神一样的碧灵珠，却遭各路江湖人马鬼一样的追杀 追杀就算了，还喊着“我要和你成亲修灵珠”是怎么回事？ “嘤嘤嘤嘤，师傅，有你这样坑徒儿的吗！” 百变写手则慕继虐恋《不负》后，突变萌神 爆笑上演这被坑蒙拐骗的囧恋 菜鸟女主遇上路痴保镖，一路囧途，初心情动——
古代言情青春文学,红尘四合（《浮图塔》《锁金瓯》后，晋江当红作家尤四姐再掀京味儿古言浪潮，独家番外首面世。悦读纪）,尤四姐,29.90,江苏文艺出版社,自营,★ “你们不知道啊？醇亲王啊……耳朵不好使！月有阴晴圆缺，人有瞎哑聋瘸嘛。不过听虽听不真着，架不住人家聪明。只要你正对着他说话，照样一句一句回得明明白白的。” ★ 定宜抓着醇亲王的手，从他的头一道掌纹上划过去，一直划到小指根下，在那根短线那儿停住了，“我来看看您将来有几位福晋，线越多福晋越多……”看来看去，咦了一声，“怎么才一道啊？” ★ 从 《锁金瓯》、《宫略》到《浮图塔》，再到如今的《红尘四合》 ，尤四姐以其独特的京味儿语言和出类拔萃的文笔受到众多读者的热情追捧，是**代表性的网络言情作家之一。 他和她，一个在九重天上，一个在尘埃里。*尴尬的年华，遇见*好的他。 一个人的人生，兜兜转转，踏破千重浪，也许只因为要和那个对的人相遇。 今天多亏了王爷，小的才保住一条命。您的大恩大德，小的没齿
古代言情青春文学,盛世华族梦,靡宝/白马时光,37.90,百花洲文艺出版社,自营,☆《歌尽桃花》后，言情天后靡宝回归古言史诗巨作 ☆一场金玉流光的华唐盛世，一段九死一生的旷世长情。 ☆浮华阅尽，执手相看，心中所念，唯你一人而已。 ☆《盛世华族梦》是靡宝耗时四年，写得*认真的一部作品。她曾四次彻底针对主线大修改，无数次对情节和人设做调整。她对华唐盛世的着迷，对忠贞爱情的向往，是《盛世华族梦》这部小说的全部灵感来源。与其他的古言小说不一样的在于，它不仅展现了主角们九死一生的旷世爱情，更加展现了一幅幅真正属于盛世华唐里的生活。无论是金玉流光的宫廷生活，还是女主进宫之前的布衣生活，作者都运用了丰富的想象，来一点点鲜活着他们的生命和爱情。 重磅推荐： 《昭奚旧草》：奚山望岁三百年，公子扶苏胡不归。前世今生一双人，生死轮回未央情。 《琅琊榜》：一卷风云琅琊榜，
古代言情青春文学,月明见君来（全2册）,茂林修竹,37.90,江苏文艺出版社,自营,1、晋江大神级作者茂林修竹*揪心的一部作品：痴儿养成记 燕国公府上下都知道，虽然父亲是太子的老师，母亲威名在外，大姑娘雁卿却是个“痴儿”。可她有着*玲珑的心思，*能撼动人心的执着，过着令人欣羡的“为所欲为”的日子。 2、三段非同寻常的感情，*难抉择的男主人选，*难取舍的男配 青梅竹马①号，有着同游三峡之约；青梅竹马②号，贴心守护，志同道合；跋扈太子一枚，掌握着让痴儿雁卿瞬间变勇猛的技能。角色刻画细腻，难以取舍，三人*终谁能夺下男主之位？ 3、喜欢一个人是一件非常郑重和复杂的事，非要到了一定的年纪，才能担负起诺言，承受住变故。 4、近4万字独家番外：《与君为新婚》《多少枉驰求》《客从远方来》《华胥之幽梦》
